hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,total_guests,arrival_date,total_nights,has_children,is_repeated_guest_flag,arrival_month_num,arrival_year_month,revenue_estimate,is_peak_season
Resort Hotel,0,146,2015,November,45,1,4,5,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,36,0,0,Transient,56.16,0,0,Check-Out,2015-11-10,2,2015-11-01,9,0,0,11,2015-11,505.43999999999994,0
Resort Hotel,0,83,2015,November,45,2,1,4,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156,0,0,Transient,61.87,0,0,Check-Out,2015-11-07,2,2015-11-02,5,0,0,11,2015-11,309.34999999999997,0
Resort Hotel,0,39,2015,November,45,2,1,4,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,0,0,Transient,24.8,0,1,Check-Out,2015-11-07,2,2015-11-02,5,0,0,11,2015-11,124.0,0
Resort Hotel,0,24,2015,November,45,2,1,4,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,46.0,0,1,Check-Out,2015-11-07,2,2015-11-02,5,0,0,11,2015-11,230.0,0
Resort Hotel,0,1,2015,November,45,2,1,2,2,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,1,No Deposit,0,0,0,Transient,48.0,0,2,Check-Out,2015-11-05,2,2015-11-02,3,0,0,11,2015-11,144.0,0
Resort Hotel,0,0,2015,November,45,2,1,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,0,0,Transient,50.5,0,1,Check-Out,2015-11-08,2,2015-11-02,6,0,0,11,2015-11,303.0,0
Resort Hotel,0,20,2015,November,45,2,2,5,2,0,1,BB,POL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,69,0,0,Transient,29.0,0,1,Check-Out,2015-11-09,3,2015-11-02,7,1,0,11,2015-11,203.0,0
Resort Hotel,0,21,2015,November,45,2,2,5,2,0,0,BB,FIN,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,69.43,0,0,Check-Out,2015-11-09,2,2015-11-02,7,0,0,11,2015-11,486.01000000000005,0
Resort Hotel,1,31,2015,November,45,2,5,11,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281,0,0,Transient-Party,40.0,0,0,Canceled,2015-10-10,1,2015-11-02,16,0,0,11,2015-11,640.0,0
Resort Hotel,0,36,2015,November,45,3,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,0,Transient,0.0,0,1,Check-Out,2015-11-03,2,2015-11-03,0,0,0,11,2015-11,0.0,0
Resort Hotel,0,5,2015,November,45,3,0,1,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,E,0,No Deposit,0,0,0,Transient,46.0,1,0,Check-Out,2015-11-04,1,2015-11-03,1,0,0,11,2015-11,46.0,0
Resort Hotel,0,5,2015,November,45,3,0,1,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,E,G,0,No Deposit,0,0,0,Transient,58.0,0,0,Check-Out,2015-11-04,2,2015-11-03,1,0,0,11,2015-11,58.0,0
Resort Hotel,0,0,2015,November,45,3,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,42.0,1,1,Check-Out,2015-11-04,1,2015-11-03,1,0,0,11,2015-11,42.0,0
Resort Hotel,0,0,2015,November,45,3,0,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,46.0,1,0,Check-Out,2015-11-04,1,2015-11-03,1,0,0,11,2015-11,46.0,0
Resort Hotel,0,7,2015,November,45,3,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,0,0,Transient,48.0,1,1,Check-Out,2015-11-04,2,2015-11-03,1,0,0,11,2015-11,48.0,0
Resort Hotel,0,0,2015,November,45,3,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,40.0,1,1,Check-Out,2015-11-05,1,2015-11-03,2,0,0,11,2015-11,80.0,0
Resort Hotel,1,6,2015,November,45,3,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,0,0,Transient,43.2,0,2,Canceled,2015-11-03,2,2015-11-03,3,0,0,11,2015-11,129.60000000000002,0
Resort Hotel,0,24,2015,November,45,3,0,3,2,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,1,No Deposit,334,281,0,Transient-Party,48.0,0,0,Check-Out,2015-11-06,2,2015-11-03,3,0,0,11,2015-11,144.0,0
Resort Hotel,0,6,2015,November,45,3,0,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,0,0,Transient,43.2,0,2,Check-Out,2015-11-06,2,2015-11-03,3,0,0,11,2015-11,129.60000000000002,0
Resort Hotel,0,26,2015,November,45,3,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,15,0,0,Transient,33.3,0,0,Check-Out,2015-11-07,2,2015-11-03,4,0,0,11,2015-11,133.2,0
Resort Hotel,0,3,2015,November,45,3,0,4,2,2,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,196,0,0,Transient,41.4,0,0,Check-Out,2015-11-07,4,2015-11-03,4,1,0,11,2015-11,165.6,0
Resort Hotel,1,26,2015,November,45,3,0,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,0,0,Transient-Party,26.1,0,0,Canceled,2015-10-08,2,2015-11-03,4,0,0,11,2015-11,104.4,0
Resort Hotel,0,49,2015,November,45,3,0,4,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,0,53,0,Transient,35.0,0,0,Check-Out,2015-11-07,1,2015-11-03,4,0,0,11,2015-11,140.0,0
Resort Hotel,0,25,2015,November,45,3,0,4,1,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,314,0,0,Transient,47.6,0,0,Check-Out,2015-11-07,1,2015-11-03,4,0,0,11,2015-11,190.4,0
Resort Hotel,1,26,2015,November,45,3,0,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,177,0,0,Transient-Party,22.5,0,0,Canceled,2015-10-08,1,2015-11-03,4,0,0,11,2015-11,90.0,0
Resort Hotel,0,6,2015,November,45,3,2,5,3,0,0,BB,NLD,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,8,0,0,Transient,48.9,0,1,Check-Out,2015-11-10,3,2015-11-03,7,0,0,11,2015-11,342.3,0
Resort Hotel,0,8,2015,November,45,3,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,43.2,1,1,Check-Out,2015-11-05,2,2015-11-03,2,0,0,11,2015-11,86.4,0
Resort Hotel,0,24,2015,November,45,3,2,10,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,328,281,0,Transient-Party,40.0,0,0,Check-Out,2015-11-15,1,2015-11-03,12,0,0,11,2015-11,480.0,0
Resort Hotel,0,24,2015,November,45,3,3,10,2,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,326,281,0,Transient-Party,48.0,0,0,Check-Out,2015-11-16,2,2015-11-03,13,0,0,11,2015-11,624.0,0
Resort Hotel,0,24,2015,November,45,3,3,10,2,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,326,281,0,Transient,48.0,0,0,Check-Out,2015-11-16,2,2015-11-03,13,0,0,11,2015-11,624.0,0
Resort Hotel,0,24,2015,November,45,3,3,10,2,0,0,BB,ESP,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334,281,0,Transient-Party,48.0,0,0,Check-Out,2015-11-16,2,2015-11-03,13,0,0,11,2015-11,624.0,0
Resort Hotel,0,24,2015,November,45,3,3,10,1,0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,6,No Deposit,328,281,0,Transient,40.0,0,0,Check-Out,2015-11-16,1,2015-11-03,13,0,0,11,2015-11,520.0,0
Resort Hotel,0,24,2015,November,45,3,3,10,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,2,No Deposit,334,281,0,Transient-Party,40.0,0,0,Check-Out,2015-11-16,1,2015-11-03,13,0,0,11,2015-11,520.0,0
Resort Hotel,0,24,2015,November,45,3,3,10,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,F,2,No Deposit,334,281,0,Transient-Party,40.0,0,0,Check-Out,2015-11-16,1,2015-11-03,13,0,0,11,2015-11,520.0,0
Resort Hotel,0,1,2015,November,45,4,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,286,0,Transient,35.0,0,0,Check-Out,2015-11-05,1,2015-11-04,1,0,0,11,2015-11,35.0,0
Resort Hotel,0,2,2015,November,45,4,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,59.0,0,0,Check-Out,2015-11-05,2,2015-11-04,1,0,0,11,2015-11,59.0,0
Resort Hotel,0,2,2015,November,45,4,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,36.0,0,1,Check-Out,2015-11-06,1,2015-11-04,2,0,0,11,2015-11,72.0,0
Resort Hotel,0,0,2015,November,45,4,0,2,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,44.1,0,1,Check-Out,2015-11-06,1,2015-11-04,2,0,0,11,2015-11,88.2,0
Resort Hotel,1,50,2015,November,45,4,1,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,156,0,0,Contract,24.79,0,0,Canceled,2015-09-16,2,2015-11-04,5,0,0,11,2015-11,123.94999999999999,0
Resort Hotel,1,25,2015,November,45,4,2,9,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,0,281,0,Transient-Party,48.0,0,0,Canceled,2015-10-22,2,2015-11-04,11,0,0,11,2015-11,528.0,0
Resort Hotel,1,25,2015,November,45,4,2,9,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,281,0,Transient-Party,40.0,0,0,Canceled,2015-10-22,1,2015-11-04,11,0,0,11,2015-11,440.0,0
Resort Hotel,0,33,2015,November,45,4,2,9,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,3,No Deposit,185,281,0,Transient-Party,42.55,0,0,Check-Out,2015-11-15,1,2015-11-04,11,0,0,11,2015-11,468.04999999999995,0
Resort Hotel,0,0,2015,November,45,5,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,12,0,Transient,35.0,0,0,Check-Out,2015-11-06,1,2015-11-05,1,0,0,11,2015-11,35.0,0
Resort Hotel,0,0,2015,November,45,5,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,0,0,Transient,40.0,0,0,Check-Out,2015-11-06,1,2015-11-05,1,0,0,11,2015-11,40.0,0
Resort Hotel,0,28,2015,November,45,5,2,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,0,0,Transient,105.5,0,2,Check-Out,2015-11-11,2,2015-11-05,6,0,0,11,2015-11,633.0,0
Resort Hotel,0,28,2015,November,45,5,2,4,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240,0,0,Transient,111.5,1,2,Check-Out,2015-11-11,2,2015-11-05,6,0,0,11,2015-11,669.0,0
Resort Hotel,0,34,2015,November,45,5,2,8,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185,281,0,Transient-Party,36.0,0,0,Check-Out,2015-11-15,1,2015-11-05,10,0,0,11,2015-11,360.0,0
Resort Hotel,0,65,2015,November,45,5,2,8,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314,0,0,Contract,54.99,0,0,Check-Out,2015-11-15,2,2015-11-05,10,0,0,11,2015-11,549.9,0
Resort Hotel,0,34,2015,November,45,5,2,8,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185,281,0,Transient-Party,43.2,0,0,Check-Out,2015-11-15,2,2015-11-05,10,0,0,11,2015-11,432.0,0
Resort Hotel,0,11,2015,November,45,6,0,1,1,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,44.1,0,1,Check-Out,2015-11-07,1,2015-11-06,1,0,0,11,2015-11,44.1,0
Resort Hotel,0,1,2015,November,45,6,0,1,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,36.0,0,1,Check-Out,2015-11-07,1,2015-11-06,1,0,0,11,2015-11,36.0,0
Resort Hotel,0,4,2015,November,45,6,0,1,1,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,70.0,0,0,Check-Out,2015-11-07,1,2015-11-06,1,0,0,11,2015-11,70.0,0
Resort Hotel,0,0,2015,November,45,6,0,1,2,1,0,HB,PRT,Direct,Direct,0,0,0,A,C,0,No Deposit,250,0,0,Transient,93.0,0,0,Check-Out,2015-11-07,3,2015-11-06,1,1,0,11,2015-11,93.0,0
Resort Hotel,0,15,2015,November,45,6,0,2,2,0,0,BB,ZWE,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,115,0,0,Transient,26.1,0,0,Check-Out,2015-11-08,2,2015-11-06,2,0,0,11,2015-11,52.2,0
Resort Hotel,0,0,2015,November,45,6,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,54.4,0,1,Check-Out,2015-11-08,2,2015-11-06,2,0,0,11,2015-11,108.8,0
Resort Hotel,0,38,2015,November,45,6,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,57.0,0,1,Check-Out,2015-11-08,2,2015-11-06,2,0,0,11,2015-11,114.0,0
Resort Hotel,0,0,2015,November,45,6,0,2,2,1,0,HB,GBR,Online TA,TA/TO,0,0,0,A,C,1,No Deposit,241,0,0,Transient,77.3,1,0,Check-Out,2015-11-08,3,2015-11-06,2,1,0,11,2015-11,154.6,0
Resort Hotel,0,91,2015,November,45,6,2,2,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,156,0,0,Contract,24.8,0,2,Check-Out,2015-11-10,2,2015-11-06,4,0,0,11,2015-11,99.2,0
Resort Hotel,1,123,2015,November,45,6,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,0,Transient,62.5,0,0,Canceled,2015-09-28,2,2015-11-06,4,0,0,11,2015-11,250.0,0
Resort Hotel,0,27,2015,November,45,6,2,7,1,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,334,281,0,Transient-Party,40.0,0,0,Check-Out,2015-11-15,1,2015-11-06,9,0,0,11,2015-11,360.0,0
Resort Hotel,0,35,2015,November,45,6,4,7,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185,281,0,Transient-Party,52.2,0,0,Check-Out,2015-11-17,1,2015-11-06,11,0,0,11,2015-11,574.2,0
Resort Hotel,0,35,2015,November,45,6,4,7,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185,281,0,Transient-Party,36.0,0,0,Check-Out,2015-11-17,1,2015-11-06,11,0,0,11,2015-11,396.0,0
Resort Hotel,0,35,2015,November,45,6,4,7,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,3,No Deposit,185,281,0,Transient-Party,36.0,0,0,Check-Out,2015-11-17,1,2015-11-06,11,0,0,11,2015-11,396.0,0
Resort Hotel,0,35,2015,November,45,6,2,7,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,E,E,2,No Deposit,185,281,0,Transient-Party,52.2,1,0,Check-Out,2015-11-15,1,2015-11-06,9,0,0,11,2015-11,469.8,0
Resort Hotel,0,54,2015,November,45,7,0,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient-Party,0.0,0,3,Check-Out,2015-11-07,2,2015-11-07,0,0,0,11,2015-11,0.0,0
Resort Hotel,0,0,2015,November,45,7,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,52.4,1,1,Check-Out,2015-11-08,2,2015-11-07,1,0,0,11,2015-11,52.4,0
Resort Hotel,0,25,2015,November,45,7,0,1,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,E,0,No Deposit,321,0,0,Transient,30.0,1,1,Check-Out,2015-11-08,3,2015-11-07,1,1,0,11,2015-11,30.0,0
Resort Hotel,1,18,2015,November,45,7,0,1,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,15,0,0,Transient,32.62,0,1,Canceled,2015-10-20,3,2015-11-07,1,1,0,11,2015-11,32.62,0
Resort Hotel,1,30,2015,November,45,7,0,1,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,6,0,0,Transient,40.5,0,0,Canceled,2015-10-09,3,2015-11-07,1,1,0,11,2015-11,40.5,0
Resort Hotel,0,0,2015,November,45,7,0,1,2,0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,0,0,0,Transient,49.0,0,0,Check-Out,2015-11-08,2,2015-11-07,1,0,0,11,2015-11,49.0,0
Resort Hotel,1,19,2015,November,45,7,0,1,2,1,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,15,0,0,Transient,32.62,0,1,Canceled,2015-11-04,3,2015-11-07,1,1,0,11,2015-11,32.62,0
Resort Hotel,1,30,2015,November,45,7,0,1,2,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,15,0,0,Transient,40.5,0,0,Canceled,2015-10-09,3,2015-11-07,1,1,0,11,2015-11,40.5,0
Resort Hotel,0,4,2015,November,45,7,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,0,0,Transient,78.0,0,1,Check-Out,2015-11-08,2,2015-11-07,1,0,0,11,2015-11,78.0,0
Resort Hotel,0,0,2015,November,45,7,1,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,F,1,No Deposit,240,0,0,Transient,104.0,1,1,Check-Out,2015-11-09,2,2015-11-07,2,0,0,11,2015-11,208.0,0
Resort Hotel,0,4,2015,November,45,7,2,1,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,94.0,1,3,Check-Out,2015-11-10,2,2015-11-07,3,0,0,11,2015-11,282.0,0
Resort Hotel,0,18,2015,November,45,7,2,3,1,0,0,BB,DZA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314,0,0,Transient,62.16,1,0,Check-Out,2015-11-12,1,2015-11-07,5,0,0,11,2015-11,310.79999999999995,0
Resort Hotel,0,18,2015,November,45,7,2,3,1,0,0,BB,DZA,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,314,0,0,Transient,56.16,0,0,Check-Out,2015-11-12,1,2015-11-07,5,0,0,11,2015-11,280.79999999999995,0
Resort Hotel,0,51,2015,November,45,7,2,5,2,0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156,0,0,Transient,60.3,0,2,Check-Out,2015-11-14,2,2015-11-07,7,0,0,11,2015-11,422.09999999999997,0
Resort Hotel,0,54,2015,November,45,7,2,5,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156,0,0,Transient,38.47,0,0,Check-Out,2015-11-14,2,2015-11-07,7,0,0,11,2015-11,269.28999999999996,0
Resort Hotel,1,36,2015,November,45,7,2,6,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,281,0,0,Transient-Party,40.0,0,0,Canceled,2015-10-10,1,2015-11-07,8,0,0,11,2015-11,320.0,0
Resort Hotel,1,241,2015,November,45,7,2,6,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,66.0,0,1,Canceled,2015-07-10,2,2015-11-07,8,0,0,11,2015-11,528.0,0
Resort Hotel,0,36,2015,November,45,7,2,6,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185,281,0,Transient-Party,36.0,0,0,Check-Out,2015-11-15,1,2015-11-07,8,0,0,11,2015-11,288.0,0
Resort Hotel,1,172,2015,November,45,7,2,6,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,36.0,0,1,Canceled,2015-10-01,2,2015-11-07,8,0,0,11,2015-11,288.0,0
Resort Hotel,0,171,2015,November,45,7,2,6,2,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,32.4,0,0,Check-Out,2015-11-15,2,2015-11-07,8,0,0,11,2015-11,259.2,0
Resort Hotel,1,36,2015,November,45,7,2,6,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185,281,0,Transient-Party,36.0,0,0,Canceled,2015-11-04,1,2015-11-07,8,0,0,11,2015-11,288.0,0
Resort Hotel,0,36,2015,November,45,7,2,6,1,0,0,BB,DEU,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185,281,0,Transient-Party,36.0,0,0,Check-Out,2015-11-15,1,2015-11-07,8,0,0,11,2015-11,288.0,0
Resort Hotel,0,36,2015,November,45,7,2,6,1,0,0,BB,BEL,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185,281,0,Transient-Party,36.0,0,0,Check-Out,2015-11-15,1,2015-11-07,8,0,0,11,2015-11,288.0,0
Resort Hotel,0,28,2015,November,45,7,2,6,1,0,0,BB,CZE,Corporate,Corporate,0,0,0,A,D,1,No Deposit,328,281,0,Transient-Party,42.0,0,0,Check-Out,2015-11-15,1,2015-11-07,8,0,0,11,2015-11,336.0,0
Resort Hotel,0,36,2015,November,45,7,2,6,1,0,0,BB,GBR,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185,281,0,Transient-Party,36.0,0,0,Check-Out,2015-11-15,1,2015-11-07,8,0,0,11,2015-11,288.0,0
Resort Hotel,0,36,2015,November,45,7,2,6,1,0,0,BB,AUT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185,281,0,Transient-Party,36.75,1,0,Check-Out,2015-11-15,1,2015-11-07,8,0,0,11,2015-11,294.0,0
Resort Hotel,1,172,2015,November,45,7,2,6,1,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,30.0,0,1,Canceled,2015-10-01,1,2015-11-07,8,0,0,11,2015-11,240.0,0
Resort Hotel,0,96,2015,November,45,7,4,6,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,0,0,Transient,54.88,0,1,Check-Out,2015-11-17,2,2015-11-07,10,0,0,11,2015-11,548.8000000000001,0
Resort Hotel,1,13,2015,November,46,8,2,0,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,0,0,Transient,79.0,0,1,Canceled,2015-10-28,1,2015-11-08,2,0,0,11,2015-11,158.0,0
Resort Hotel,0,11,2015,November,46,8,2,0,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240,0,0,Transient,94.0,1,1,Check-Out,2015-11-10,2,2015-11-08,2,0,0,11,2015-11,188.0,0
Resort Hotel,1,15,2015,November,46,8,2,0,1,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240,0,0,Transient,79.0,0,2,Canceled,2015-10-26,1,2015-11-08,2,0,0,11,2015-11,158.0,0
Resort Hotel,1,193,2015,November,46,8,2,4,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,171,0,0,Transient,54.0,0,0,Canceled,2015-10-21,2,2015-11-08,6,0,0,11,2015-11,324.0,0
Resort Hotel,0,0,2015,November,46,8,2,4,2,0,0,BB,ESP,Direct,Direct,0,0,0,F,F,0,No Deposit,0,0,0,Transient,74.0,1,0,Check-Out,2015-11-14,2,2015-11-08,6,0,0,11,2015-11,444.0,0
Resort Hotel,0,10,2015,November,46,8,2,4,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,240,0,0,Transient,71.33,0,0,Check-Out,2015-11-14,1,2015-11-08,6,0,0,11,2015-11,427.98,0
Resort Hotel,0,17,2015,November,46,8,2,5,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,334,281,0,Transient-Party,48.0,0,0,Check-Out,2015-11-15,2,2015-11-08,7,0,0,11,2015-11,336.0,0
Resort Hotel,0,37,2015,November,46,8,2,5,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,2,No Deposit,185,281,0,Transient-Party,43.2,0,0,Check-Out,2015-11-15,2,2015-11-08,7,0,0,11,2015-11,302.40000000000003,0
Resort Hotel,0,37,2015,November,46,8,2,5,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185,281,0,Transient-Party,36.0,0,0,Check-Out,2015-11-15,1,2015-11-08,7,0,0,11,2015-11,252.0,0
Resort Hotel,0,17,2015,November,46,8,2,5,2,0,0,BB,FRA,Corporate,Corporate,0,0,0,A,D,1,No Deposit,334,281,0,Transient-Party,48.0,0,0,Check-Out,2015-11-15,2,2015-11-08,7,0,0,11,2015-11,336.0,0
Resort Hotel,0,29,2015,November,46,8,2,5,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,72.29,0,0,Check-Out,2015-11-15,2,2015-11-08,7,0,0,11,2015-11,506.03000000000003,0
Resort Hotel,0,37,2015,November,46,8,2,5,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,2,No Deposit,185,281,0,Transient-Party,36.0,0,0,Check-Out,2015-11-15,1,2015-11-08,7,0,0,11,2015-11,252.0,0
Resort Hotel,0,37,2015,November,46,8,2,5,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,185,281,0,Transient-Party,43.2,0,0,Check-Out,2015-11-15,2,2015-11-08,7,0,0,11,2015-11,302.40000000000003,0
Resort Hotel,1,37,2015,November,46,8,2,5,1,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,185,281,0,Transient-Party,36.0,0,0,Canceled,2015-10-23,1,2015-11-08,7,0,0,11,2015-11,252.0,0
Resort Hotel,1,10,2015,November,46,8,4,8,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,0,0,Transient,63.92,0,0,Canceled,2015-10-30,2,2015-11-08,12,0,0,11,2015-11,767.04,0
